id,Title,Year,Age rate,Release date,Genre,Animation,Family,Romance,nan,Documentary,Action,Music,Horror,Comedy,Adventure,History,War,Short,Film-Noir,Adult,Crime,Drama,Thriller,Mystery,Sport,Musical,Sci-Fi,Biography,Fantasy,Western
161,Crimson Tide,1995,R,12 May 1995,"Action, Drama, Thriller",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
162,Crumb,1994,R,28 Apr 1995,"Documentary, Biography, Comedy",False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
163,Desperado,1995,R,25 Aug 1995,"Action, Thriller",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
164,Devil in a Blue Dress,1995,R,29 Sep 1995,"Crime, Drama, Mystery",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
165,Die Hard with a Vengeance,1995,R,19 May 1995,"Action, Adventure, Thriller",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
166,The Doom Generation,1995,R,27 Oct 1995,"Action, Comedy, Crime",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
167,Feast of July,1995,R,13 Oct 1995,"Crime, Drama, Mystery",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
168,First Knight,1995,PG-13,07 Jul 1995,"Action, Adventure, Romance",False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
169,Free Willy 2: The Adventure Home,1995,PG,19 Jul 1995,"Adventure, Drama, Family",False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
170,Hackers,1995,PG-13,15 Sep 1995,"Comedy, Crime, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
171,Jeffrey,1995,R,18 Aug 1995,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
172,Johnny Mnemonic,1995,R,26 May 1995,"Action, Crime, Sci-Fi",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
173,Judge Dredd,1995,R,30 Jun 1995,"Action, Crime, Sci-Fi",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
174,Jury Duty,1995,PG-13,12 Apr 1995,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
175,Kids,1995,UNRATED,01 Sep 1995,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
176,Living in Oblivion,1995,R,21 Jul 1995,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
177,Lord of Illusions,1995,R,25 Aug 1995,"Horror, Mystery, Thriller",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
178,Love & Human Remains,1993,R,23 Jun 1995,"Drama, Comedy",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
179,Mad Love,1995,PG-13,26 May 1995,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
180,Mallrats,1995,R,20 Oct 1995,"Comedy, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
181,Mighty Morphin Power Rangers: The Movie,1995,PG,30 Jun 1995,"Action, Adventure, Family",False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
182,Moonlight and Valentino,1995,R,29 Sep 1995,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
183,Mute Witness,1994,R,15 Sep 1995,"Horror, Thriller",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
184,Nadja,1994,R,01 Sep 1995,"Drama, Horror",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
185,The Net,1995,PG-13,28 Jul 1995,"Action, Crime, Drama",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
186,Nine Months,1995,PG-13,12 Jul 1995,"Comedy, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
187,Party Girl,1995,R,09 Jun 1995,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
188,The Prophecy,1995,R,01 Sep 1995,"Action, Crime, Drama",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
189,Reckless,1995,PG-13,17 Nov 1995,"Comedy, Drama, Fantasy",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
190,Safe,1995,R,30 Jun 1995,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
191,The Scarlet Letter,1995,R,13 Oct 1995,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
192,The Show,1995,R,25 Aug 1995,"Documentary, Music",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
193,Showgirls,1995,NC-17,22 Sep 1995,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
194,Smoke,1995,R,09 Jun 1995,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
195,Something to Talk About,1995,R,04 Aug 1995,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
196,Species,1995,R,07 Jul 1995,"Action, Horror, Sci-Fi",False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
197,The Stars Fell on Henrietta,1995,PG,15 Sep 1995,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
198,Strange Days,1995,R,13 Oct 1995,"Action, Crime, Drama",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
199,The Umbrellas of Cherbourg,1964,UNRATED,16 Dec 1964,"Drama, Musical, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
200,The Tie That Binds,1995,R,08 Sep 1995,"Crime, Drama, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
201,Three Wishes,1995,PG,27 Oct 1995,"Drama, Fantasy",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
202,Total Eclipse,1995,R,03 Nov 1995,"Biography, Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
203,"To Wong Foo Thanks for Everything, Julie Newmar",1995,PG-13,08 Sep 1995,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
204,Under Siege 2: Dark Territory,1995,R,14 Jul 1995,"Action, Thriller",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
205,Unstrung Heroes,1995,PG,22 Sep 1995,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
206,Unzipped,1995,R,11 Aug 1995,Documentary,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
207,A Walk in the Clouds,1995,PG-13,11 Aug 1995,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
208,Waterworld,1995,PG-13,28 Jul 1995,"Action, Adventure, Sci-Fi",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
209,White Man's Burden,1995,R,01 Dec 1995,"Drama, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
210,Wild Bill,1995,R,01 Dec 1995,"Action, Biography, Western",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
211,The Browning Version,1994,R,12 Oct 1994,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
212,Bushwhacked,1995,PG-13,04 Aug 1995,"Adventure, Comedy, Crime",False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
213,Burnt By the Sun,1994,R,21 Apr 1995,"Drama, War",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
214,Before the Rain,1994,UNRATED,24 Feb 1995,"Drama, War",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
215,Before Sunrise,1995,R,27 Jan 1995,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
216,Billy Madison,1995,PG-13,10 Feb 1995,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
217,The Babysitter,1995,R,17 Oct 1995,"Drama, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
